,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD
478,1/23/2019,Educare,3,58,1,18,0,52,28
479,1/23/2019,Emerald Vista,0,66,4,9,0,31,48
480,1/23/2019,Esther Hobbs,2,52,1,0,0,55,0
481,1/23/2019,FH,0,95,0,7,0,102,0
482,1/23/2019,Foxdale,0,35,0,4,0,39,0
483,1/23/2019,Glen Berry,0,29,0,2,0,23,8
484,1/23/2019,Goss,1,38,0,5,0,0,44
485,1/23/2019,Graham,3,45,1,7,0,24,32
486,1/23/2019,Grant,0,42,2,2,0,0,46
487,1/23/2019,Guy Emanuele,1,31,3,4,0,0,39
488,1/23/2019,Hesperian,1,43,0,5,0,0,49
489,1/23/2019,Hillview,1,44,1,2,0,0,48
490,1/23/2019,Holbrook,1,68,1,10,0,48,32
491,1/23/2019,Hubbard,0,50,0,9,1,0,60
492,1/23/2019,Kitayama,1,38,0,3,0,0,42
493,1/23/2019,Linda Vista,2,94,2,11,1,77,33
494,1/23/2019,Logan,1,44,0,3,0,48,0
495,1/23/2019,Marie Kaiser,1,22,0,0,0,23,0
496,1/23/2019,Meadowfair,0,44,0,4,0,0,48
497,1/23/2019,Meyer,0,40,0,3,1,0,44
498,1/23/2019,Paul Miller,1,78,1,5,0,43,42
499,1/23/2019,Pioneer,1,37,1,4,0,0,43
500,1/23/2019,Reach,1,18,0,4,0,23,0
501,1/23/2019,Royal Sunset,1,40,2,5,0,0,48
502,1/23/2019,Russo,0,38,0,6,1,0,45
503,1/23/2019,Ryan,0,22,1,1,0,24,0
504,1/23/2019,Schilling,1,51,0,4,0,24,32
505,1/23/2019,Searles,0,40,1,3,0,0,44
506,1/23/2019,Sharon Jones,1,53,0,1,0,24,31
507,1/23/2019,Unidos,0,36,1,7,0,44,0
508,1/23/2019,Valley Medical Center,0,60,1,4,0,65,0
509,1/23/2019,Washington Hospital,0,57,0,3,1,61,0
510,1/24/2019,Amador,1,78,0,6,3,56,32
511,1/24/2019,Arbuckle,1,73,1,10,2,54,33
512,1/24/2019,Baldwin Park,1,64,1,12,0,46,32
513,1/24/2019,Bay,0,39,0,9,0,0,48
514,1/24/2019,Carlson,0,29,2,1,0,20,12
515,1/24/2019,Castlemont,0,62,1,4,2,69,0
516,1/24/2019,Cesar Chavez,7,75,1,12,1,0,96
517,1/24/2019,Chynoweth,1,33,1,1,0,36,0
518,1/24/2019,Colonial Acres,2,39,0,7,0,0,48
519,1/24/2019,Corvallis,1,44,1,2,0,0,48
520,1/24/2019,Cox,0,40,3,5,0,0,48
521,1/24/2019,Cureton,1,48,1,12,0,0,62
522,1/24/2019,Dayton,0,44,1,3,0,0,48
523,1/24/2019,Decoto,1,88,2,9,2,62,40
524,1/24/2019,Del Rey,0,40,2,6,0,0,48
525,1/24/2019,Delaine Eastin,0,23,3,4,0,23,7
526,1/24/2019,Dorsa,0,43,3,3,0,0,49
527,1/24/2019,Eden Palms,0,43,0,3,0,46,0
528,1/24/2019,Eden Youth,2,71,1,5,0,48,31
529,1/24/2019,Educare,3,62,1,13,0,51,28
530,1/24/2019,Emerald Vista,0,68,4,8,0,32,48
531,1/24/2019,Esther Hobbs,0,46,1,2,0,49,0
532,1/24/2019,FH,0,100,0,3,0,103,0
533,1/24/2019,Foxdale,0,36,0,3,0,39,0
534,1/24/2019,Glen Berry,0,29,0,3,0,24,8
535,1/24/2019,Goss,1,39,0,4,0,0,44
536,1/24/2019,Graham,4,45,1,6,0,24,32
537,1/24/2019,Grant,0,41,2,3,0,0,46
538,1/24/2019,Guy Emanuele,0,32,4,3,0,0,39
539,1/24/2019,Hesperian,1,47,0,1,0,0,49
540,1/24/2019,Hillview,1,42,1,3,1,0,48
541,1/24/2019,Holbrook,3,67,1,9,0,48,32
542,1/24/2019,Hubbard,0,55,0,5,1,0,61
543,1/24/2019,Kitayama,1,34,0,6,1,0,42
544,1/24/2019,Linda Vista,2,94,0,12,1,76,33
545,1/24/2019,Logan,0,44,0,4,0,48,0
546,1/24/2019,Marie Kaiser,0,22,0,1,0,23,0
547,1/24/2019,Meadowfair,1,44,0,3,0,0,48
548,1/24/2019,Meyer,0,39,0,4,1,0,44
549,1/24/2019,Paul Miller,2,75,0,8,0,43,42
550,1/24/2019,Pioneer,1,37,1,4,0,0,43
551,1/24/2019,Reach,1,18,0,3,0,22,0
552,1/24/2019,Royal Sunset,1,43,2,2,0,0,48
553,1/24/2019,Russo,1,35,0,8,1,0,45
554,1/24/2019,Ryan,0,22,0,1,0,23,0
555,1/24/2019,Schilling,1,50,0,5,0,24,32
556,1/24/2019,Searles,0,40,1,3,0,0,44
557,1/24/2019,Sharon Jones,1,50,0,4,0,24,31
558,1/24/2019,Unidos,0,38,0,6,0,44,0
559,1/24/2019,Valley Medical Center,0,59,1,4,0,64,0
560,1/24/2019,Washington Hospital,0,58,0,3,0,61,0
561,1/25/2019,Amador,1,74,0,8,3,56,30
562,1/25/2019,Arbuckle,1,71,1,10,3,53,33
563,1/25/2019,Baldwin Park,2,65,0,8,3,46,32
564,1/25/2019,Bay,0,41,0,7,0,0,48
565,1/25/2019,Carlson,0,27,2,3,0,20,12
566,1/25/2019,Castlemont,0,57,1,9,1,68,0
567,1/25/2019,Cesar Chavez,4,73,2,16,1,0,96
568,1/25/2019,Chynoweth,1,30,0,3,0,34,0
569,1/25/2019,Colonial Acres,0,37,0,11,0,0,48
570,1/25/2019,Corvallis,3,43,1,1,0,0,48
571,1/25/2019,Cox,0,15,3,30,0,0,48
572,1/25/2019,Cureton,2,49,1,10,0,0,62
573,1/25/2019,Dayton,0,43,1,4,0,0,48
574,1/25/2019,Decoto,3,84,2,12,1,62,40
575,1/25/2019,Del Rey,0,38,2,8,0,0,48
576,1/25/2019,Delaine Eastin,0,26,2,2,0,23,7
577,1/25/2019,Dorsa,0,35,3,11,0,0,49
578,1/25/2019,Eden Palms,0,38,0,4,0,42,0
579,1/25/2019,Eden Youth,2,69,1,7,0,48,31
580,1/25/2019,Educare,2,63,1,12,0,51,27
581,1/25/2019,Emerald Vista,1,55,4,17,1,30,48
582,1/25/2019,Esther Hobbs,1,50,0,2,0,53,0
583,1/25/2019,FH,1,90,0,9,0,100,0
584,1/25/2019,Foxdale,0,33,1,5,0,39,0
585,1/25/2019,Glen Berry,1,24,0,4,0,21,8
586,1/25/2019,Goss,1,38,0,5,0,0,44
587,1/25/2019,Graham,3,50,1,2,0,24,32
588,1/25/2019,Grant,0,39,2,4,0,0,45
589,1/25/2019,Guy Emanuele,3,30,3,3,0,0,39
590,1/25/2019,Hesperian,0,45,0,3,1,0,49
591,1/25/2019,Hillview,1,37,1,8,1,0,48
592,1/25/2019,Holbrook,2,58,1,17,1,47,32
593,1/25/2019,Hubbard,0,50,0,10,1,0,61
594,1/25/2019,Kitayama,0,34,0,7,1,0,42
595,1/25/2019,Linda Vista,2,91,0,12,3,75,33
596,1/25/2019,Logan,0,46,0,2,0,48,0
597,1/25/2019,Marie Kaiser,0,21,1,1,0,23,0
598,1/25/2019,Meadowfair,0,45,0,3,0,0,48
599,1/25/2019,Meyer,0,34,0,9,1,0,44
600,1/25/2019,Paul Miller,0,81,0,4,0,43,42
601,1/25/2019,Pioneer,1,36,1,5,0,0,43
602,1/25/2019,Reach,0,19,1,3,0,23,0
603,1/25/2019,Royal Sunset,1,38,2,7,0,0,48
604,1/25/2019,Russo,0,33,0,11,1,0,45
605,1/25/2019,Ryan,0,21,0,3,0,24,0
606,1/25/2019,Schilling,4,46,0,6,0,24,32
607,1/25/2019,Searles,0,36,1,7,0,0,44
608,1/25/2019,Sharon Jones,0,47,0,8,0,24,31
609,1/25/2019,Unidos,0,36,0,8,0,44,0
610,1/25/2019,Valley Medical Center,0,57,2,5,0,64,0
611,1/25/2019,Washington Hospital,0,57,0,4,0,61,0
612,1/28/2019,Amador,2,72,0,7,5,56,30
613,1/28/2019,Arbuckle,1,39,0,14,0,54,0
614,1/28/2019,Baldwin Park,1,64,0,9,0,42,32
615,1/28/2019,Bay,0,39,1,8,0,0,48
616,1/28/2019,Carlson,0,30,0,1,0,19,12
617,1/28/2019,Castlemont,0,59,1,6,1,67,0
618,1/28/2019,Cesar Chavez,3,80,3,10,0,0,96
619,1/28/2019,Chynoweth,2,32,0,2,0,36,0
620,1/28/2019,Colonial Acres,1,35,0,12,0,0,48
621,1/28/2019,Corvallis,1,44,1,2,0,0,48
622,1/28/2019,Cox,0,37,3,8,0,0,48
623,1/28/2019,Cureton,2,24,1,5,0,0,32
624,1/28/2019,Dayton,0,42,1,5,0,0,48
625,1/28/2019,Decoto,2,91,2,7,1,63,40
626,1/28/2019,Del Rey,0,41,2,4,1,0,48
627,1/28/2019,Delaine Eastin,0,26,0,2,0,21,7
628,1/28/2019,Dorsa,0,43,2,4,0,0,49
629,1/28/2019,Eden Palms,1,38,0,7,0,46,0
630,1/28/2019,Eden Youth,3,67,1,9,0,49,31
631,1/28/2019,Educare,1,67,1,11,0,53,27
632,1/28/2019,Emerald Vista,2,64,3,10,0,32,47
633,1/28/2019,Esther Hobbs,0,50,0,4,0,54,0
634,1/28/2019,FH,0,101,0,1,0,102,0
635,1/28/2019,Foxdale,1,36,2,0,0,39,0
636,1/28/2019,Glen Berry,1,28,0,2,0,23,8
637,1/28/2019,Goss,1,37,0,6,0,0,44
638,1/28/2019,Graham,2,47,2,5,0,24,32
639,1/28/2019,Grant,0,39,3,5,0,0,47
640,1/28/2019,Guy Emanuele,1,30,3,4,0,0,38
641,1/28/2019,Hesperian,1,40,0,8,0,0,49
642,1/28/2019,Hillview,0,40,0,7,1,0,48
643,1/28/2019,Holbrook,2,66,2,10,0,48,32
644,1/28/2019,Kitayama,0,36,0,6,0,0,42
645,1/28/2019,Linda Vista,1,97,0,8,0,74,32
646,1/28/2019,Logan,1,35,0,12,0,48,0
647,1/28/2019,Marie Kaiser,0,22,1,0,0,23,0
648,1/28/2019,Meadowfair,0,43,0,5,0,0,48
649,1/28/2019,Meyer,0,35,1,6,0,0,42
650,1/28/2019,Paul Miller,0,78,3,4,0,43,42
651,1/28/2019,Pioneer,1,35,0,6,0,0,42
652,1/28/2019,Reach,0,19,0,4,0,23,0
653,1/28/2019,Royal Sunset,0,39,2,7,0,0,48
654,1/28/2019,Russo,0,31,0,13,0,0,44
655,1/28/2019,Ryan,0,23,0,1,0,24,0
656,1/28/2019,Schilling,0,50,0,5,0,23,32
657,1/28/2019,Searles,0,39,0,5,0,0,44
658,1/28/2019,Sharon Jones,4,48,1,1,0,23,31
659,1/28/2019,Unidos,0,41,0,3,0,44,0
660,1/28/2019,Valley Medical Center,0,54,3,8,0,65,0
661,1/28/2019,Washington Hospital,1,54,1,5,0,61,0
662,1/29/2019,Amador,1,75,0,7,5,56,32
663,1/29/2019,Arbuckle,0,67,0,17,2,55,31
664,1/29/2019,Baldwin Park,0,68,0,10,0,46,32
665,1/29/2019,Bay,0,38,1,9,0,0,48
666,1/29/2019,Carlson,0,28,0,3,0,20,11
667,1/29/2019,Castlemont,0,63,1,5,0,69,0
668,1/29/2019,Cesar Chavez,5,78,1,12,0,0,96
669,1/29/2019,Chynoweth,1,30,1,4,0,36,0
670,1/29/2019,Colonial Acres,0,37,0,11,0,0,48
671,1/29/2019,Corvallis,2,42,1,3,0,0,48
672,1/29/2019,Cox,0,37,3,8,0,0,48
673,1/29/2019,Cureton,1,49,1,11,0,0,62
674,1/29/2019,Dayton,1,38,1,7,0,0,47
675,1/29/2019,Decoto,3,86,1,13,0,63,40
676,1/29/2019,Del Rey,0,44,2,1,1,0,48
677,1/29/2019,Delaine Eastin,0,28,0,2,0,23,7
678,1/29/2019,Dorsa,0,40,2,6,1,0,49
679,1/29/2019,Eden Palms,0,38,0,7,1,46,0
680,1/29/2019,Eden Youth,3,71,1,6,0,49,32
681,1/29/2019,Educare,1,63,0,13,0,50,27
682,1/29/2019,Emerald Vista,0,66,3,9,0,31,47
683,1/29/2019,Esther Hobbs,0,44,0,4,0,48,0
684,1/29/2019,FH,0,101,0,2,0,103,0
685,1/29/2019,Foxdale,1,28,4,7,0,40,0
686,1/29/2019,Glen Berry,0,28,1,3,0,24,8
687,1/29/2019,Goss,1,34,0,9,0,0,44
688,1/29/2019,Graham,1,50,1,4,0,24,32
689,1/29/2019,Grant,0,42,3,3,0,0,48
690,1/29/2019,Guy Emanuele,0,31,3,4,0,0,38
691,1/29/2019,Hesperian,0,42,0,7,0,0,49
692,1/29/2019,Hillview,0,39,0,9,0,0,48
693,1/29/2019,Holbrook,1,64,3,12,0,48,32
694,1/29/2019,Hubbard,0,50,0,10,0,0,60
695,1/29/2019,Kitayama,0,35,1,6,0,0,42
696,1/29/2019,Linda Vista,1,98,0,9,1,77,32
697,1/29/2019,Logan,0,43,0,5,0,48,0
698,1/29/2019,Marie Kaiser,1,22,0,0,0,23,0
699,1/29/2019,Meadowfair,0,41,0,7,0,0,48
700,1/29/2019,Meyer,0,38,1,3,0,0,42
701,1/29/2019,Paul Miller,0,82,3,0,0,43,42
702,1/29/2019,Pioneer,1,34,0,7,0,0,42
703,1/29/2019,Reach,1,17,0,4,0,22,0
704,1/29/2019,Royal Sunset,0,38,1,8,0,0,47
705,1/29/2019,Russo,0,30,0,14,0,0,44
706,1/29/2019,Ryan,0,22,0,2,0,24,0
707,1/29/2019,Schilling,0,50,1,4,0,23,32
708,1/29/2019,Searles,0,40,0,4,0,0,44
709,1/29/2019,Sharon Jones,1,53,0,1,0,24,31
710,1/29/2019,Unidos,0,41,0,2,0,43,0
711,1/29/2019,Valley Medical Center,0,62,1,4,0,67,0
712,1/29/2019,Washington Hospital,0,57,0,4,0,61,0
713,1/3/2019,Amador,4,67,1,11,5,56,32
714,1/3/2019,Arbuckle,3,68,0,14,1,54,32
715,1/3/2019,Baldwin Park,5,50,1,22,1,47,32
716,1/3/2019,Bay,0,25,0,23,0,0,48
717,1/3/2019,Carlson,1,24,2,4,0,20,11
718,1/3/2019,Castlemont,7,35,2,22,3,69,0
719,1/3/2019,Cesar Chavez,10,56,3,22,1,0,92
720,1/3/2019,Chynoweth,1,25,1,9,0,36,0
721,1/3/2019,Colonial Acres,3,25,0,19,0,0,47
722,1/3/2019,Corvallis,0,40,1,7,0,0,48
723,1/3/2019,Cox,16,18,0,14,0,0,48
724,1/3/2019,Cureton,3,16,1,44,0,0,64
725,1/3/2019,Dayton,4,37,0,6,1,0,48
726,1/3/2019,Decoto,7,69,3,14,4,61,36
727,1/3/2019,Del Rey,0,25,0,20,0,0,45
728,1/3/2019,Delaine Eastin,0,13,3,14,0,23,7
729,1/3/2019,Dorsa,0,24,0,24,0,0,48
730,1/3/2019,Eden Palms,0,29,0,16,0,45,0
731,1/3/2019,Eden Youth,3,54,1,18,2,48,30
732,1/3/2019,Educare,5,44,1,24,1,50,25
733,1/3/2019,Emerald Vista,12,51,3,13,0,32,47
734,1/3/2019,Esther Hobbs,5,33,1,8,0,47,0
735,1/3/2019,FH,13,60,20,6,0,99,0
736,1/3/2019,Foxdale,1,22,4,12,0,39,0
737,1/3/2019,Glen Berry,3,21,0,8,0,24,8
738,1/3/2019,Goss,9,18,0,17,0,0,44
739,1/3/2019,Graham,12,26,4,14,0,24,32
740,1/3/2019,Grant,0,27,0,19,0,0,46
741,1/3/2019,Guy Emanuele,3,24,2,11,1,0,41
742,1/3/2019,Hesperian,7,30,1,9,2,0,49
743,1/3/2019,Hillview,10,22,0,13,3,0,48
744,1/3/2019,Holbrook,2,46,4,27,1,48,32
745,1/3/2019,Hubbard,19,22,0,17,0,0,58
746,1/3/2019,Kitayama,6,29,2,6,1,0,44
747,1/3/2019,Linda Vista,18,63,0,21,5,76,31
748,1/3/2019,Logan,1,39,0,4,1,45,0
749,1/3/2019,Marie Kaiser,6,15,0,1,0,22,0
750,1/3/2019,Meadowfair,5,34,0,9,0,0,48
751,1/3/2019,Meyer,0,29,0,14,1,0,44
752,1/3/2019,Paul Miller,4,63,3,14,0,43,41
753,1/3/2019,Pioneer,6,26,1,9,1,0,43
754,1/3/2019,Reach,1,16,1,3,0,21,0
755,1/3/2019,Royal Sunset,1,18,0,27,0,0,46
756,1/3/2019,Russo,0,11,0,33,0,0,44
757,1/3/2019,Ryan,0,17,0,6,0,23,0
758,1/3/2019,Schilling,5,36,3,9,2,23,32
759,1/3/2019,Searles,0,28,0,14,0,0,42
760,1/3/2019,Sharon Jones,3,44,0,9,0,24,32
761,1/3/2019,Unidos,0,33,0,11,0,44,0
762,1/3/2019,Valley Medical Center,2,51,1,8,0,62,0
763,1/3/2019,Washington Hospital,1,56,0,3,0,60,0
764,1/30/2019,Amador,0,72,0,6,8,56,30
765,1/30/2019,Arbuckle,1,71,0,13,2,55,32
766,1/30/2019,Baldwin Park,0,68,2,8,0,46,32
767,1/30/2019,Bay,0,40,1,7,0,0,48
768,1/30/2019,Carlson,0,30,1,1,0,20,12
769,1/30/2019,Castlemont,1,62,1,5,0,69,0
770,1/30/2019,Cesar Chavez,3,83,1,9,0,0,96
771,1/30/2019,Chynoweth,1,34,0,1,0,36,0
772,1/30/2019,Colonial Acres,0,37,0,11,0,0,48
773,1/30/2019,Corvallis,2,41,1,4,0,0,48
774,1/30/2019,Cox,1,31,3,13,0,0,48
775,1/30/2019,Cureton,1,48,1,12,0,0,62
776,1/30/2019,Dayton,0,41,1,5,0,0,47
777,1/30/2019,Decoto,3,87,1,13,1,63,42
778,1/30/2019,Del Rey,0,44,2,1,1,0,48
779,1/30/2019,Delaine Eastin,0,30,0,0,0,23,7
780,1/30/2019,Dorsa,0,35,2,11,1,0,49
781,1/30/2019,Eden Palms,1,37,0,7,1,46,0
782,1/30/2019,Eden Youth,4,69,1,7,0,49,32
783,1/30/2019,Educare,0,65,0,14,0,52,27
784,1/30/2019,Emerald Vista,0,70,3,5,0,31,47
785,1/30/2019,Esther Hobbs,1,53,0,1,0,55,0
786,1/30/2019,FH,0,98,1,3,0,102,0
787,1/30/2019,Foxdale,1,32,2,5,0,40,0
788,1/30/2019,Glen Berry,0,29,0,2,0,23,8
789,1/30/2019,Goss,1,37,0,5,1,0,44
790,1/30/2019,Graham,1,48,3,4,0,24,32
791,1/30/2019,Grant,0,37,3,6,0,0,46
792,1/30/2019,Guy Emanuele,0,33,3,4,0,0,40
793,1/30/2019,Hesperian,0,42,0,6,1,0,49
794,1/30/2019,Hillview,0,42,0,6,0,0,48
795,1/30/2019,Holbrook,1,65,2,11,1,48,32
796,1/30/2019,Hubbard,0,51,0,9,0,0,60
797,1/30/2019,Kitayama,0,38,0,4,0,0,42
798,1/30/2019,Linda Vista,1,102,2,4,0,77,32
799,1/30/2019,Logan,0,41,1,6,0,48,0
800,1/30/2019,Marie Kaiser,2,21,0,0,0,23,0
801,1/30/2019,Meadowfair,0,42,0,6,0,0,48
802,1/30/2019,Meyer,0,36,1,6,0,0,43
803,1/30/2019,Paul Miller,2,79,1,3,0,43,42
804,1/30/2019,Pioneer,1,36,0,5,0,0,42
805,1/30/2019,Reach,0,20,0,3,0,23,0
806,1/30/2019,Royal Sunset,0,39,1,7,0,0,47
807,1/30/2019,Russo,0,25,0,19,0,0,44
808,1/30/2019,Ryan,0,22,0,2,0,24,0
809,1/30/2019,Schilling,0,47,1,8,0,24,32
810,1/30/2019,Searles,0,40,0,4,0,0,44
811,1/30/2019,Sharon Jones,2,52,0,1,0,24,31
812,1/30/2019,Unidos,0,44,0,0,0,44,0
813,1/30/2019,Valley Medical Center,0,60,2,5,0,67,0
814,1/30/2019,Washington Hospital,0,60,0,1,0,61,0
815,1/31/2019,Amador,0,77,0,5,6,56,32
816,1/31/2019,Arbuckle,1,74,0,10,2,55,32
817,1/31/2019,Baldwin Park,3,66,2,7,0,46,32
818,1/31/2019,Bay,0,38,1,9,0,0,48
819,1/31/2019,Carlson,0,31,0,1,0,20,12
820,1/31/2019,Castlemont,0,62,1,6,0,69,0
821,1/31/2019,Cesar Chavez,3,82,2,10,0,0,97
822,1/31/2019,Chynoweth,1,30,1,4,0,36,0
823,1/31/2019,Colonial Acres,1,40,0,7,0,0,48
824,1/31/2019,Corvallis,2,45,1,0,0,0,48
825,1/31/2019,Cox,1,31,3,13,0,0,48
826,1/31/2019,Cureton,1,45,1,16,0,0,63
827,1/31/2019,Dayton,1,36,1,9,0,0,47
828,1/31/2019,Decoto,4,95,1,5,0,63,42
829,1/31/2019,Del Rey,0,43,2,2,1,0,48
830,1/31/2019,Delaine Eastin,0,28,1,1,0,23,7
831,1/31/2019,Dorsa,0,40,2,7,0,0,49
832,1/31/2019,Eden Palms,0,38,0,7,1,46,0
833,1/31/2019,Eden Youth,3,69,1,7,1,49,32
834,1/31/2019,Educare,0,57,0,21,0,51,27
835,1/31/2019,Emerald Vista,1,64,3,11,0,32,47
836,1/31/2019,Esther Hobbs,0,47,0,1,0,48,0
837,1/31/2019,FH,1,100,0,2,0,103,0
838,1/31/2019,Foxdale,1,33,1,5,0,40,0
839,1/31/2019,Glen Berry,0,31,0,1,0,24,8
840,1/31/2019,Goss,1,27,0,16,0,0,44
841,1/31/2019,Graham,2,49,1,4,0,24,32
842,1/31/2019,Grant,0,36,3,7,0,0,46
843,1/31/2019,Guy Emanuele,0,33,3,4,0,0,40
844,1/31/2019,Hesperian,0,43,0,4,2,0,49
845,1/31/2019,Hillview,1,44,0,2,1,0,48
846,1/31/2019,Holbrook,1,67,3,9,0,48,32
847,1/31/2019,Hubbard,0,55,0,6,0,0,61
848,1/31/2019,Kitayama,0,34,0,8,0,0,42
849,1/31/2019,Linda Vista,2,98,1,6,1,76,32
850,1/31/2019,Logan,0,46,0,2,0,48,0
851,1/31/2019,Marie Kaiser,0,22,0,0,1,23,0
852,1/31/2019,Meadowfair,0,40,0,8,0,0,48
853,1/31/2019,Meyer,0,35,1,7,0,0,43
854,1/31/2019,Paul Miller,1,79,1,4,0,43,42
855,1/31/2019,Pioneer,1,35,0,6,0,0,42
856,1/31/2019,Reach,1,19,0,2,0,22,0
857,1/31/2019,Royal Sunset,0,39,0,7,0,0,46
858,1/31/2019,Russo,0,27,0,17,0,0,44
859,1/31/2019,Ryan,0,21,0,2,0,23,0
860,1/31/2019,Schilling,0,49,0,7,0,24,32
861,1/31/2019,Searles,0,43,0,1,0,0,44
862,1/31/2019,Sharon Jones,2,49,0,3,1,24,31
863,1/31/2019,Unidos,0,41,0,3,0,44,0
864,1/31/2019,Valley Medical Center,1,55,3,7,0,66,0
865,1/31/2019,Washington Hospital,0,56,1,4,0,61,0
866,1/4/2019,Amador,3,66,0,9,8,56,30
867,1/4/2019,Arbuckle,1,67,0,15,2,53,32
868,1/4/2019,Baldwin Park,4,46,0,27,2,47,32
869,1/4/2019,Bay,0,23,0,25,0,0,48
870,1/4/2019,Carlson,1,26,2,2,0,20,11
871,1/4/2019,Castlemont,4,36,3,24,2,69,0
872,1/4/2019,Cesar Chavez,8,62,3,19,0,0,92
873,1/4/2019,Chynoweth,1,23,0,10,0,34,0
874,1/4/2019,Colonial Acres,3,22,0,22,0,0,47
875,1/4/2019,Corvallis,1,38,1,8,0,0,48
876,1/4/2019,Cox,17,17,0,14,0,0,48
877,1/4/2019,Cureton,0,13,1,50,0,0,64
878,1/4/2019,Dayton,2,39,0,7,0,0,48
879,1/4/2019,Decoto,7,66,2,17,5,61,36
880,1/4/2019,Del Rey,0,24,0,21,0,0,45
881,1/4/2019,Delaine Eastin,0,16,2,12,0,23,7
882,1/4/2019,Dorsa,0,22,0,26,0,0,48
883,1/4/2019,Eden Palms,0,24,0,17,0,41,0
884,1/4/2019,Eden Youth,3,56,2,19,1,51,30
885,1/4/2019,Educare,5,43,1,26,1,51,25
886,1/4/2019,Emerald Vista,9,49,3,14,2,30,47
887,1/4/2019,Esther Hobbs,4,39,1,7,1,52,0
888,1/4/2019,FH,13,57,20,6,0,96,0
889,1/4/2019,Foxdale,1,26,3,10,0,40,0
890,1/4/2019,Glen Berry,2,17,0,10,0,21,8
891,1/4/2019,Goss,9,18,0,16,1,0,44
892,1/4/2019,Graham,15,24,4,13,0,24,32
893,1/4/2019,Grant,0,23,0,22,0,0,45
894,1/4/2019,Guy Emanuele,5,23,2,9,2,0,41
895,1/4/2019,Hesperian,5,30,1,9,4,0,49
896,1/4/2019,Hillview,8,24,0,12,4,0,48
897,1/4/2019,Holbrook,2,44,3,29,1,47,32
898,1/4/2019,Hubbard,17,21,0,20,0,0,58
899,1/4/2019,Kitayama,6,24,2,10,2,0,44
900,1/4/2019,Linda Vista,16,60,1,23,6,75,31
901,1/4/2019,Logan,1,37,0,7,0,45,0
902,1/4/2019,Marie Kaiser,7,13,0,2,0,22,0
903,1/4/2019,Meadowfair,4,34,0,10,0,0,48
904,1/4/2019,Meyer,1,25,0,17,1,0,44
905,1/4/2019,Paul Miller,4,63,4,13,0,43,41
906,1/4/2019,Pioneer,4,25,1,12,1,0,43
907,1/4/2019,Reach,0,13,1,7,0,21,0
908,1/4/2019,Royal Sunset,0,17,0,28,1,0,46
909,1/4/2019,Russo,0,11,0,33,0,0,44
910,1/4/2019,Ryan,0,18,0,6,0,24,0
911,1/4/2019,Schilling,5,40,2,7,1,24,31
912,1/4/2019,Searles,0,25,0,17,0,0,42
913,1/4/2019,Sharon Jones,3,40,0,13,0,24,32
914,1/4/2019,Unidos,0,29,1,13,0,43,0
915,1/4/2019,Valley Medical Center,1,46,4,11,0,62,0
916,1/4/2019,Washington Hospital,0,55,0,4,0,59,0
917,1/7/2019,Amador,1,74,0,8,3,56,30
918,1/7/2019,Arbuckle,0,43,0,10,0,53,0
919,1/7/2019,Baldwin Park,2,53,0,17,2,42,32
920,1/7/2019,Bay,0,39,0,9,0,0,48
921,1/7/2019,Carlson,0,28,1,1,0,19,11
922,1/7/2019,Castlemont,0,58,2,6,1,67,0
923,1/7/2019,Cesar Chavez,2,79,4,7,0,0,92
924,1/7/2019,Chynoweth,1,26,0,9,0,36,0
925,1/7/2019,Colonial Acres,1,37,0,9,0,0,47
926,1/7/2019,Corvallis,0,41,1,6,0,0,48
927,1/7/2019,Cox,5,30,0,13,0,0,48
928,1/7/2019,Cureton,2,23,0,7,0,0,32
929,1/7/2019,Dayton,0,43,0,5,0,0,48
930,1/7/2019,Decoto,4,84,1,7,1,61,36
931,1/7/2019,Del Rey,0,36,0,9,0,0,45
932,1/7/2019,Delaine Eastin,0,25,1,1,0,20,7
933,1/7/2019,Dorsa,0,40,0,8,0,0,48
934,1/7/2019,Eden Palms,0,40,0,5,0,45,0
935,1/7/2019,Eden Youth,3,68,0,8,0,49,30
936,1/7/2019,Educare,4,56,0,16,1,52,25
937,1/7/2019,Emerald Vista,7,60,2,9,1,31,48
938,1/7/2019,Esther Hobbs,1,44,1,6,0,52,0
939,1/7/2019,FH,1,98,0,3,0,102,0
940,1/7/2019,Foxdale,1,30,1,7,0,39,0
941,1/7/2019,Glen Berry,1,26,0,3,1,23,8
942,1/7/2019,Goss,0,36,0,7,1,0,44
943,1/7/2019,Graham,2,47,3,4,0,24,32
944,1/7/2019,Grant,2,41,0,4,0,0,47
945,1/7/2019,Guy Emanuele,1,32,2,3,1,0,39
946,1/7/2019,Hesperian,1,40,1,6,1,0,49
947,1/7/2019,Hillview,1,38,0,8,1,0,48
948,1/7/2019,Holbrook,2,57,5,14,2,48,32
949,1/7/2019,Kitayama,1,39,0,2,1,0,43
950,1/7/2019,Linda Vista,1,94,0,10,0,74,31
951,1/7/2019,Logan,1,44,1,1,0,47,0
952,1/7/2019,Marie Kaiser,1,22,0,0,0,23,0
953,1/7/2019,Meadowfair,0,38,0,9,1,0,48
954,1/7/2019,Meyer,0,35,0,7,1,0,43
955,1/7/2019,Paul Miller,1,77,2,3,0,42,41
956,1/7/2019,Pioneer,0,35,1,7,0,0,43
957,1/7/2019,Reach,1,16,0,4,0,21,0
