,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total,Attendance Rate
319,1/18/2019,Del Rey,0,33,0,14,0,0,47,33,14,47,0.7021276595744681
320,1/18/2019,Delaine Eastin,0,18,3,9,0,23,7,18,12,30,0.6
321,1/18/2019,Dorsa,1,36,2,10,0,0,49,36,13,49,0.7346938775510204
322,1/18/2019,Eden Palms,1,32,0,9,0,42,0,32,10,42,0.7619047619047619
323,1/18/2019,Eden Youth,1,58,1,17,1,48,30,58,20,78,0.7435897435897436
324,1/18/2019,Educare,2,62,2,13,0,51,28,62,17,79,0.7848101265822784
325,1/18/2019,Emerald Vista,3,54,2,19,0,30,48,54,24,78,0.6923076923076923
326,1/18/2019,Esther Hobbs,0,43,1,10,0,54,0,43,11,54,0.7962962962962963
327,1/18/2019,FH,0,91,0,9,0,100,0,91,9,100,0.91
328,1/18/2019,Foxdale,1,25,2,13,0,41,0,25,16,41,0.6097560975609756
329,1/18/2019,Glen Berry,0,18,0,11,0,21,8,18,11,29,0.6206896551724138
330,1/18/2019,Goss,0,38,0,6,0,0,44,38,6,44,0.8636363636363636
331,1/18/2019,Graham,10,32,1,13,0,24,32,32,24,56,0.5714285714285714
332,1/18/2019,Grant,2,28,1,14,0,0,45,28,17,45,0.6222222222222222
333,1/18/2019,Guy Emanuele,1,31,3,4,0,0,39,31,8,39,0.7948717948717948
334,1/18/2019,Hesperian,0,41,0,6,1,0,48,41,7,48,0.8541666666666666
335,1/18/2019,Hillview,0,28,0,17,3,0,48,28,20,48,0.5833333333333334
336,1/18/2019,Holbrook,5,47,2,23,2,47,32,47,32,79,0.5949367088607594
337,1/18/2019,Hubbard,0,49,0,10,1,0,60,49,11,60,0.8166666666666667
338,1/18/2019,Kitayama,0,34,0,8,0,0,42,34,8,42,0.8095238095238095
339,1/18/2019,Linda Vista,1,88,0,17,1,75,32,88,19,107,0.822429906542056
340,1/18/2019,Logan,2,34,0,9,3,48,0,34,14,48,0.7083333333333334
341,1/18/2019,Marie Kaiser,2,17,1,3,0,23,0,17,6,23,0.7391304347826086
342,1/18/2019,Meadowfair,1,40,0,7,0,0,48,40,8,48,0.8333333333333334
343,1/18/2019,Meyer,0,35,0,8,1,0,44,35,9,44,0.7954545454545454
344,1/18/2019,Paul Miller,9,50,5,18,3,43,42,50,35,85,0.5882352941176471
345,1/18/2019,Pioneer,0,31,1,11,0,0,43,31,12,43,0.7209302325581395
346,1/18/2019,Reach,3,11,1,8,0,23,0,11,12,23,0.4782608695652174
347,1/18/2019,Royal Sunset,0,25,2,19,0,0,46,25,21,46,0.5434782608695652
348,1/18/2019,Russo,1,32,0,11,1,0,45,32,13,45,0.7111111111111111
349,1/18/2019,Ryan,0,21,0,3,0,24,0,21,3,24,0.875
350,1/18/2019,Schilling,1,42,0,12,0,24,31,42,13,55,0.7636363636363637
351,1/18/2019,Searles,0,32,0,12,0,0,44,32,12,44,0.7272727272727273
352,1/18/2019,Sharon Jones,3,44,2,6,1,24,32,44,12,56,0.7857142857142857
353,1/18/2019,Unidos,0,30,1,14,0,45,0,30,15,45,0.6666666666666666
354,1/18/2019,Valley Medical Center,1,54,4,5,0,64,0,54,10,64,0.84375
355,1/18/2019,Washington Hospital,0,56,0,4,0,60,0,56,4,60,0.9333333333333333
356,1/2/2019,Amador,3,66,0,12,5,56,30,66,20,86,0.7674418604651163
357,1/2/2019,Arbuckle,23,44,0,20,0,55,32,44,43,87,0.5057471264367817
358,1/2/2019,Baldwin Park,4,45,1,29,1,48,32,45,35,80,0.5625
359,1/2/2019,Bay,0,13,0,35,0,0,48,13,35,48,0.2708333333333333
360,1/2/2019,Carlson,0,24,3,4,0,20,11,24,7,31,0.7741935483870968
361,1/2/2019,Castlemont,7,38,1,20,3,69,0,38,31,69,0.5507246376811594
362,1/2/2019,Cesar Chavez,14,52,2,22,2,0,92,52,40,92,0.5652173913043478
363,1/2/2019,Chynoweth,3,17,0,15,1,36,0,17,19,36,0.4722222222222222
364,1/2/2019,Colonial Acres,4,18,0,25,0,0,47,18,29,47,0.3829787234042553
365,1/2/2019,Corvallis,1,30,1,16,0,0,48,30,18,48,0.625
366,1/2/2019,Cox,21,9,0,18,0,0,48,9,39,48,0.1875
367,1/2/2019,Cureton,4,17,1,42,0,0,64,17,47,64,0.265625
368,1/2/2019,Dayton,5,31,0,12,0,0,48,31,17,48,0.6458333333333334
369,1/2/2019,Decoto,12,53,3,22,8,61,37,53,45,98,0.5408163265306123
370,1/2/2019,Del Rey,0,26,0,19,0,0,45,26,19,45,0.5777777777777777
371,1/2/2019,Delaine Eastin,0,15,1,14,0,23,7,15,15,30,0.5
372,1/2/2019,Dorsa,0,15,0,33,0,0,48,15,33,48,0.3125
373,1/2/2019,Eden Palms,1,18,0,25,0,44,0,18,26,44,0.4090909090909091
374,1/2/2019,Eden Youth,3,52,0,20,3,48,30,52,26,78,0.6666666666666666
375,1/2/2019,Educare,8,38,1,27,2,51,25,38,38,76,0.5
376,1/2/2019,Emerald Vista,12,42,4,19,0,31,46,42,35,77,0.5454545454545454
377,1/2/2019,Esther Hobbs,5,30,1,15,1,52,0,30,22,52,0.5769230769230769
378,1/2/2019,FH,12,60,13,13,0,98,0,60,38,98,0.6122448979591837
379,1/2/2019,Foxdale,0,15,5,20,0,40,0,15,25,40,0.375
380,1/2/2019,Glen Berry,4,22,0,5,0,23,8,22,9,31,0.7096774193548387
381,1/2/2019,Goss,9,6,0,29,0,0,44,6,38,44,0.13636363636363635
382,1/2/2019,Graham,12,22,5,17,0,24,32,22,34,56,0.39285714285714285
383,1/2/2019,Grant,0,21,0,25,0,0,46,21,25,46,0.45652173913043476
384,1/2/2019,Guy Emanuele,6,21,2,11,1,0,41,21,20,41,0.5121951219512195
385,1/2/2019,Hesperian,7,17,1,22,2,0,49,17,32,49,0.3469387755102041
386,1/2/2019,Hillview,12,15,0,18,3,0,48,15,33,48,0.3125
387,1/2/2019,Holbrook,3,38,5,34,0,48,32,38,42,80,0.475
388,1/2/2019,Hubbard,19,20,0,19,0,0,58,20,38,58,0.3448275862068966
389,1/2/2019,Kitayama,7,27,2,5,3,0,44,27,17,44,0.6136363636363636
390,1/2/2019,Linda Vista,20,57,1,24,6,77,31,57,51,108,0.5277777777777778
391,1/2/2019,Logan,2,34,1,7,1,45,0,34,11,45,0.7555555555555555
392,1/2/2019,Marie Kaiser,7,14,0,1,0,22,0,14,8,22,0.6363636363636364
393,1/2/2019,Meadowfair,6,29,0,13,0,0,48,29,19,48,0.6041666666666666
394,1/2/2019,Meyer,0,27,0,16,1,0,44,27,17,44,0.6136363636363636
395,1/2/2019,Paul Miller,7,57,5,14,1,43,41,57,27,84,0.6785714285714286
396,1/2/2019,Pioneer,5,26,1,10,1,0,43,26,17,43,0.6046511627906976
397,1/2/2019,Reach,1,15,0,5,0,21,0,15,6,21,0.7142857142857143
398,1/2/2019,Royal Sunset,1,19,0,25,0,0,45,19,26,45,0.4222222222222222
399,1/2/2019,Russo,0,12,0,32,0,0,44,12,32,44,0.2727272727272727
400,1/2/2019,Ryan,0,16,0,8,0,24,0,16,8,24,0.6666666666666666
401,1/2/2019,Schilling,12,29,3,12,0,24,32,29,27,56,0.5178571428571429
402,1/2/2019,Searles,0,24,0,18,0,0,42,24,18,42,0.5714285714285714
403,1/2/2019,Sharon Jones,8,30,1,16,1,24,32,30,26,56,0.5357142857142857
404,1/2/2019,Unidos,2,22,0,20,0,44,0,22,22,44,0.5
405,1/2/2019,Valley Medical Center,3,49,1,9,1,63,0,49,14,63,0.7777777777777778
406,1/2/2019,Washington Hospital,1,54,0,5,0,60,0,54,6,60,0.9
407,1/21/2019,Washington Hospital,0,45,1,15,0,61,0,45,16,61,0.7377049180327869
408,1/22/2019,Amador,2,77,0,4,5,56,32,77,11,88,0.875
409,1/22/2019,Arbuckle,1,68,1,14,2,53,33,68,18,86,0.7906976744186046
410,1/22/2019,Baldwin Park,3,70,0,4,1,46,32,70,8,78,0.8974358974358975
411,1/22/2019,Bay,0,39,0,9,0,0,48,39,9,48,0.8125
412,1/22/2019,Carlson,1,30,0,0,0,20,11,30,1,31,0.967741935483871
413,1/22/2019,Castlemont,1,62,1,5,0,69,0,62,7,69,0.8985507246376812
414,1/22/2019,Cesar Chavez,3,78,3,12,1,0,97,78,19,97,0.8041237113402062
415,1/22/2019,Chynoweth,1,33,1,1,0,36,0,33,3,36,0.9166666666666666
416,1/22/2019,Colonial Acres,0,38,0,10,0,0,48,38,10,48,0.7916666666666666
417,1/22/2019,Corvallis,1,41,1,5,0,0,48,41,7,48,0.8541666666666666
418,1/22/2019,Cox,1,34,2,11,0,0,48,34,14,48,0.7083333333333334
419,1/22/2019,Cureton,1,53,0,8,0,0,62,53,9,62,0.8548387096774194
420,1/22/2019,Dayton,0,38,1,9,0,0,48,38,10,48,0.7916666666666666
421,1/22/2019,Decoto,1,87,3,9,3,63,40,87,16,103,0.8446601941747572
422,1/22/2019,Del Rey,2,38,0,8,0,0,48,38,10,48,0.7916666666666666
423,1/22/2019,Delaine Eastin,0,25,1,4,0,23,7,25,5,30,0.8333333333333334
424,1/22/2019,Dorsa,1,39,2,7,0,0,49,39,10,49,0.7959183673469388
425,1/22/2019,Eden Palms,0,41,0,5,0,46,0,41,5,46,0.8913043478260869
426,1/22/2019,Eden Youth,0,73,1,5,0,48,31,73,6,79,0.9240506329113924
427,1/22/2019,Educare,3,63,1,11,0,50,28,63,15,78,0.8076923076923077
428,1/22/2019,Emerald Vista,1,59,4,14,1,31,48,59,20,79,0.7468354430379747
429,1/22/2019,Esther Hobbs,0,44,1,3,0,48,0,44,4,48,0.9166666666666666
430,1/22/2019,FH,0,96,0,7,0,103,0,96,7,103,0.9320388349514563
431,1/22/2019,Foxdale,1,33,2,5,0,41,0,33,8,41,0.8048780487804879
432,1/22/2019,Glen Berry,0,30,0,2,0,24,8,30,2,32,0.9375
433,1/22/2019,Goss,1,39,0,4,0,0,44,39,5,44,0.8863636363636364
434,1/22/2019,Graham,6,40,2,8,0,24,32,40,16,56,0.7142857142857143
435,1/22/2019,Grant,0,41,2,5,0,0,48,41,7,48,0.8541666666666666
436,1/22/2019,Guy Emanuele,0,30,3,5,0,0,38,30,8,38,0.7894736842105263
437,1/22/2019,Hesperian,1,40,0,5,2,0,48,40,8,48,0.8333333333333334
438,1/22/2019,Hillview,1,40,0,6,1,0,48,40,8,48,0.8333333333333334
439,1/22/2019,Holbrook,1,71,3,5,0,48,32,71,9,80,0.8875
440,1/22/2019,Hubbard,0,49,0,10,1,0,60,49,11,60,0.8166666666666667
441,1/22/2019,Kitayama,1,36,0,5,0,0,42,36,6,42,0.8571428571428571
442,1/22/2019,Linda Vista,2,99,0,8,1,77,33,99,11,110,0.9
443,1/22/2019,Logan,0,44,0,4,0,48,0,44,4,48,0.9166666666666666
444,1/22/2019,Marie Kaiser,2,20,0,1,0,23,0,20,3,23,0.8695652173913043
445,1/22/2019,Meadowfair,0,41,0,7,0,0,48,41,7,48,0.8541666666666666
446,1/22/2019,Meyer,0,39,0,3,1,0,43,39,4,43,0.9069767441860465
447,1/22/2019,Paul Miller,2,75,2,6,0,43,42,75,10,85,0.8823529411764706
448,1/22/2019,Pioneer,1,35,1,6,0,0,43,35,8,43,0.813953488372093
449,1/22/2019,Reach,1,19,0,2,0,22,0,19,3,22,0.8636363636363636
450,1/22/2019,Royal Sunset,1,32,2,13,0,0,48,32,16,48,0.6666666666666666
451,1/22/2019,Russo,0,37,0,7,1,0,45,37,8,45,0.8222222222222222
452,1/22/2019,Ryan,0,22,1,1,0,24,0,22,2,24,0.9166666666666666
453,1/22/2019,Schilling,1,37,0,17,0,23,32,37,18,55,0.6727272727272727
454,1/22/2019,Searles,0,40,1,3,0,0,44,40,4,44,0.9090909090909091
455,1/22/2019,Sharon Jones,0,54,0,1,0,24,31,54,1,55,0.9818181818181818
456,1/22/2019,Unidos,0,36,1,7,0,44,0,36,8,44,0.8181818181818182
457,1/22/2019,Valley Medical Center,0,61,1,3,0,65,0,61,4,65,0.9384615384615385
458,1/22/2019,Washington Hospital,0,58,0,3,0,61,0,58,3,61,0.9508196721311475
459,1/23/2019,Amador,1,76,0,6,3,56,30,76,10,86,0.8837209302325582
460,1/23/2019,Arbuckle,1,72,1,10,2,53,33,72,14,86,0.8372093023255814
461,1/23/2019,Baldwin Park,2,70,0,6,0,46,32,70,8,78,0.8974358974358975
462,1/23/2019,Bay,0,38,0,10,0,0,48,38,10,48,0.7916666666666666
463,1/23/2019,Carlson,0,30,1,1,0,20,12,30,2,32,0.9375
464,1/23/2019,Castlemont,0,63,1,4,1,69,0,63,6,69,0.9130434782608695
465,1/23/2019,Cesar Chavez,4,69,3,18,3,0,97,69,28,97,0.711340206185567
466,1/23/2019,Chynoweth,0,33,0,3,0,36,0,33,3,36,0.9166666666666666
467,1/23/2019,Colonial Acres,0,38,0,10,0,0,48,38,10,48,0.7916666666666666
468,1/23/2019,Corvallis,2,38,1,7,0,0,48,38,10,48,0.7916666666666666
469,1/23/2019,Cox,0,39,3,5,1,0,48,39,9,48,0.8125
470,1/23/2019,Cureton,1,50,0,11,0,0,62,50,12,62,0.8064516129032258
471,1/23/2019,Dayton,0,42,1,5,0,0,48,42,6,48,0.875
472,1/23/2019,Decoto,1,93,2,6,1,63,40,93,10,103,0.9029126213592233
473,1/23/2019,Del Rey,0,41,2,5,0,0,48,41,7,48,0.8541666666666666
474,1/23/2019,Delaine Eastin,0,25,1,4,0,23,7,25,5,30,0.8333333333333334
475,1/23/2019,Dorsa,1,44,2,2,0,0,49,44,5,49,0.8979591836734694
476,1/23/2019,Eden Palms,0,41,0,4,0,45,0,41,4,45,0.9111111111111111
477,1/23/2019,Eden Youth,0,72,1,6,0,48,31,72,7,79,0.9113924050632911
478,1/23/2019,Educare,3,58,1,18,0,52,28,58,22,80,0.725
479,1/23/2019,Emerald Vista,0,66,4,9,0,31,48,66,13,79,0.8354430379746836
480,1/23/2019,Esther Hobbs,2,52,1,0,0,55,0,52,3,55,0.9454545454545454
481,1/23/2019,FH,0,95,0,7,0,102,0,95,7,102,0.9313725490196079
482,1/23/2019,Foxdale,0,35,0,4,0,39,0,35,4,39,0.8974358974358975
483,1/23/2019,Glen Berry,0,29,0,2,0,23,8,29,2,31,0.9354838709677419
484,1/23/2019,Goss,1,38,0,5,0,0,44,38,6,44,0.8636363636363636
485,1/23/2019,Graham,3,45,1,7,0,24,32,45,11,56,0.8035714285714286
486,1/23/2019,Grant,0,42,2,2,0,0,46,42,4,46,0.9130434782608695
487,1/23/2019,Guy Emanuele,1,31,3,4,0,0,39,31,8,39,0.7948717948717948
488,1/23/2019,Hesperian,1,43,0,5,0,0,49,43,6,49,0.8775510204081632
489,1/23/2019,Hillview,1,44,1,2,0,0,48,44,4,48,0.9166666666666666
490,1/23/2019,Holbrook,1,68,1,10,0,48,32,68,12,80,0.85
491,1/23/2019,Hubbard,0,50,0,9,1,0,60,50,10,60,0.8333333333333334
492,1/23/2019,Kitayama,1,38,0,3,0,0,42,38,4,42,0.9047619047619048
493,1/23/2019,Linda Vista,2,94,2,11,1,77,33,94,16,110,0.8545454545454545
494,1/23/2019,Logan,1,44,0,3,0,48,0,44,4,48,0.9166666666666666
495,1/23/2019,Marie Kaiser,1,22,0,0,0,23,0,22,1,23,0.9565217391304348
496,1/23/2019,Meadowfair,0,44,0,4,0,0,48,44,4,48,0.9166666666666666
497,1/23/2019,Meyer,0,40,0,3,1,0,44,40,4,44,0.9090909090909091
498,1/23/2019,Paul Miller,1,78,1,5,0,43,42,78,7,85,0.9176470588235294
499,1/23/2019,Pioneer,1,37,1,4,0,0,43,37,6,43,0.8604651162790697
500,1/23/2019,Reach,1,18,0,4,0,23,0,18,5,23,0.782608695652174
501,1/23/2019,Royal Sunset,1,40,2,5,0,0,48,40,8,48,0.8333333333333334
502,1/23/2019,Russo,0,38,0,6,1,0,45,38,7,45,0.8444444444444444
503,1/23/2019,Ryan,0,22,1,1,0,24,0,22,2,24,0.9166666666666666
504,1/23/2019,Schilling,1,51,0,4,0,24,32,51,5,56,0.9107142857142857
505,1/23/2019,Searles,0,40,1,3,0,0,44,40,4,44,0.9090909090909091
506,1/23/2019,Sharon Jones,1,53,0,1,0,24,31,53,2,55,0.9636363636363636
507,1/23/2019,Unidos,0,36,1,7,0,44,0,36,8,44,0.8181818181818182
508,1/23/2019,Valley Medical Center,0,60,1,4,0,65,0,60,5,65,0.9230769230769231
509,1/23/2019,Washington Hospital,0,57,0,3,1,61,0,57,4,61,0.9344262295081968
510,1/24/2019,Amador,1,78,0,6,3,56,32,78,10,88,0.8863636363636364
511,1/24/2019,Arbuckle,1,73,1,10,2,54,33,73,14,87,0.8390804597701149
512,1/24/2019,Baldwin Park,1,64,1,12,0,46,32,64,14,78,0.8205128205128205
513,1/24/2019,Bay,0,39,0,9,0,0,48,39,9,48,0.8125
514,1/24/2019,Carlson,0,29,2,1,0,20,12,29,3,32,0.90625
515,1/24/2019,Castlemont,0,62,1,4,2,69,0,62,7,69,0.8985507246376812
516,1/24/2019,Cesar Chavez,7,75,1,12,1,0,96,75,21,96,0.78125
517,1/24/2019,Chynoweth,1,33,1,1,0,36,0,33,3,36,0.9166666666666666
518,1/24/2019,Colonial Acres,2,39,0,7,0,0,48,39,9,48,0.8125
519,1/24/2019,Corvallis,1,44,1,2,0,0,48,44,4,48,0.9166666666666666
520,1/24/2019,Cox,0,40,3,5,0,0,48,40,8,48,0.8333333333333334
521,1/24/2019,Cureton,1,48,1,12,0,0,62,48,14,62,0.7741935483870968
522,1/24/2019,Dayton,0,44,1,3,0,0,48,44,4,48,0.9166666666666666
523,1/24/2019,Decoto,1,88,2,9,2,62,40,88,14,102,0.8627450980392157
524,1/24/2019,Del Rey,0,40,2,6,0,0,48,40,8,48,0.8333333333333334
525,1/24/2019,Delaine Eastin,0,23,3,4,0,23,7,23,7,30,0.7666666666666667
526,1/24/2019,Dorsa,0,43,3,3,0,0,49,43,6,49,0.8775510204081632
527,1/24/2019,Eden Palms,0,43,0,3,0,46,0,43,3,46,0.9347826086956522
528,1/24/2019,Eden Youth,2,71,1,5,0,48,31,71,8,79,0.8987341772151899
529,1/24/2019,Educare,3,62,1,13,0,51,28,62,17,79,0.7848101265822784
530,1/24/2019,Emerald Vista,0,68,4,8,0,32,48,68,12,80,0.85
531,1/24/2019,Esther Hobbs,0,46,1,2,0,49,0,46,3,49,0.9387755102040817
532,1/24/2019,FH,0,100,0,3,0,103,0,100,3,103,0.970873786407767
533,1/24/2019,Foxdale,0,36,0,3,0,39,0,36,3,39,0.9230769230769231
534,1/24/2019,Glen Berry,0,29,0,3,0,24,8,29,3,32,0.90625
535,1/24/2019,Goss,1,39,0,4,0,0,44,39,5,44,0.8863636363636364
536,1/24/2019,Graham,4,45,1,6,0,24,32,45,11,56,0.8035714285714286
537,1/24/2019,Grant,0,41,2,3,0,0,46,41,5,46,0.8913043478260869
538,1/24/2019,Guy Emanuele,0,32,4,3,0,0,39,32,7,39,0.8205128205128205
539,1/24/2019,Hesperian,1,47,0,1,0,0,49,47,2,49,0.9591836734693877
540,1/24/2019,Hillview,1,42,1,3,1,0,48,42,6,48,0.875
541,1/24/2019,Holbrook,3,67,1,9,0,48,32,67,13,80,0.8375
542,1/24/2019,Hubbard,0,55,0,5,1,0,61,55,6,61,0.9016393442622951
543,1/24/2019,Kitayama,1,34,0,6,1,0,42,34,8,42,0.8095238095238095
544,1/24/2019,Linda Vista,2,94,0,12,1,76,33,94,15,109,0.8623853211009175
545,1/24/2019,Logan,0,44,0,4,0,48,0,44,4,48,0.9166666666666666
546,1/24/2019,Marie Kaiser,0,22,0,1,0,23,0,22,1,23,0.9565217391304348
547,1/24/2019,Meadowfair,1,44,0,3,0,0,48,44,4,48,0.9166666666666666
548,1/24/2019,Meyer,0,39,0,4,1,0,44,39,5,44,0.8863636363636364
549,1/24/2019,Paul Miller,2,75,0,8,0,43,42,75,10,85,0.8823529411764706
550,1/24/2019,Pioneer,1,37,1,4,0,0,43,37,6,43,0.8604651162790697
551,1/24/2019,Reach,1,18,0,3,0,22,0,18,4,22,0.8181818181818182
552,1/24/2019,Royal Sunset,1,43,2,2,0,0,48,43,5,48,0.8958333333333334
553,1/24/2019,Russo,1,35,0,8,1,0,45,35,10,45,0.7777777777777778
554,1/24/2019,Ryan,0,22,0,1,0,23,0,22,1,23,0.9565217391304348
555,1/24/2019,Schilling,1,50,0,5,0,24,32,50,6,56,0.8928571428571429
556,1/24/2019,Searles,0,40,1,3,0,0,44,40,4,44,0.9090909090909091
557,1/24/2019,Sharon Jones,1,50,0,4,0,24,31,50,5,55,0.9090909090909091
558,1/24/2019,Unidos,0,38,0,6,0,44,0,38,6,44,0.8636363636363636
559,1/24/2019,Valley Medical Center,0,59,1,4,0,64,0,59,5,64,0.921875
560,1/24/2019,Washington Hospital,0,58,0,3,0,61,0,58,3,61,0.9508196721311475
561,1/25/2019,Amador,1,74,0,8,3,56,30,74,12,86,0.8604651162790697
562,1/25/2019,Arbuckle,1,71,1,10,3,53,33,71,15,86,0.8255813953488372
563,1/25/2019,Baldwin Park,2,65,0,8,3,46,32,65,13,78,0.8333333333333334
564,1/25/2019,Bay,0,41,0,7,0,0,48,41,7,48,0.8541666666666666
565,1/25/2019,Carlson,0,27,2,3,0,20,12,27,5,32,0.84375
566,1/25/2019,Castlemont,0,57,1,9,1,68,0,57,11,68,0.8382352941176471
567,1/25/2019,Cesar Chavez,4,73,2,16,1,0,96,73,23,96,0.7604166666666666
568,1/25/2019,Chynoweth,1,30,0,3,0,34,0,30,4,34,0.8823529411764706
569,1/25/2019,Colonial Acres,0,37,0,11,0,0,48,37,11,48,0.7708333333333334
570,1/25/2019,Corvallis,3,43,1,1,0,0,48,43,5,48,0.8958333333333334
571,1/25/2019,Cox,0,15,3,30,0,0,48,15,33,48,0.3125
572,1/25/2019,Cureton,2,49,1,10,0,0,62,49,13,62,0.7903225806451613
573,1/25/2019,Dayton,0,43,1,4,0,0,48,43,5,48,0.8958333333333334
574,1/25/2019,Decoto,3,84,2,12,1,62,40,84,18,102,0.8235294117647058
575,1/25/2019,Del Rey,0,38,2,8,0,0,48,38,10,48,0.7916666666666666
576,1/25/2019,Delaine Eastin,0,26,2,2,0,23,7,26,4,30,0.8666666666666667
577,1/25/2019,Dorsa,0,35,3,11,0,0,49,35,14,49,0.7142857142857143
578,1/25/2019,Eden Palms,0,38,0,4,0,42,0,38,4,42,0.9047619047619048
579,1/25/2019,Eden Youth,2,69,1,7,0,48,31,69,10,79,0.8734177215189873
580,1/25/2019,Educare,2,63,1,12,0,51,27,63,15,78,0.8076923076923077
581,1/25/2019,Emerald Vista,1,55,4,17,1,30,48,55,23,78,0.7051282051282052
582,1/25/2019,Esther Hobbs,1,50,0,2,0,53,0,50,3,53,0.9433962264150944
583,1/25/2019,FH,1,90,0,9,0,100,0,90,10,100,0.9
584,1/25/2019,Foxdale,0,33,1,5,0,39,0,33,6,39,0.8461538461538461
585,1/25/2019,Glen Berry,1,24,0,4,0,21,8,24,5,29,0.8275862068965517
586,1/25/2019,Goss,1,38,0,5,0,0,44,38,6,44,0.8636363636363636
587,1/25/2019,Graham,3,50,1,2,0,24,32,50,6,56,0.8928571428571429
588,1/25/2019,Grant,0,39,2,4,0,0,45,39,6,45,0.8666666666666667
589,1/25/2019,Guy Emanuele,3,30,3,3,0,0,39,30,9,39,0.7692307692307693
590,1/25/2019,Hesperian,0,45,0,3,1,0,49,45,4,49,0.9183673469387755
591,1/25/2019,Hillview,1,37,1,8,1,0,48,37,11,48,0.7708333333333334
592,1/25/2019,Holbrook,2,58,1,17,1,47,32,58,21,79,0.7341772151898734
593,1/25/2019,Hubbard,0,50,0,10,1,0,61,50,11,61,0.819672131147541
594,1/25/2019,Kitayama,0,34,0,7,1,0,42,34,8,42,0.8095238095238095
595,1/25/2019,Linda Vista,2,91,0,12,3,75,33,91,17,108,0.8425925925925926
596,1/25/2019,Logan,0,46,0,2,0,48,0,46,2,48,0.9583333333333334
597,1/25/2019,Marie Kaiser,0,21,1,1,0,23,0,21,2,23,0.9130434782608695
598,1/25/2019,Meadowfair,0,45,0,3,0,0,48,45,3,48,0.9375
599,1/25/2019,Meyer,0,34,0,9,1,0,44,34,10,44,0.7727272727272727
600,1/25/2019,Paul Miller,0,81,0,4,0,43,42,81,4,85,0.9529411764705882
601,1/25/2019,Pioneer,1,36,1,5,0,0,43,36,7,43,0.8372093023255814
602,1/25/2019,Reach,0,19,1,3,0,23,0,19,4,23,0.8260869565217391
603,1/25/2019,Royal Sunset,1,38,2,7,0,0,48,38,10,48,0.7916666666666666
604,1/25/2019,Russo,0,33,0,11,1,0,45,33,12,45,0.7333333333333333
605,1/25/2019,Ryan,0,21,0,3,0,24,0,21,3,24,0.875
606,1/25/2019,Schilling,4,46,0,6,0,24,32,46,10,56,0.8214285714285714
607,1/25/2019,Searles,0,36,1,7,0,0,44,36,8,44,0.8181818181818182
608,1/25/2019,Sharon Jones,0,47,0,8,0,24,31,47,8,55,0.8545454545454545
609,1/25/2019,Unidos,0,36,0,8,0,44,0,36,8,44,0.8181818181818182
610,1/25/2019,Valley Medical Center,0,57,2,5,0,64,0,57,7,64,0.890625
611,1/25/2019,Washington Hospital,0,57,0,4,0,61,0,57,4,61,0.9344262295081968
612,1/28/2019,Amador,2,72,0,7,5,56,30,72,14,86,0.8372093023255814
613,1/28/2019,Arbuckle,1,39,0,14,0,54,0,39,15,54,0.7222222222222222
614,1/28/2019,Baldwin Park,1,64,0,9,0,42,32,64,10,74,0.8648648648648649
615,1/28/2019,Bay,0,39,1,8,0,0,48,39,9,48,0.8125
616,1/28/2019,Carlson,0,30,0,1,0,19,12,30,1,31,0.967741935483871
617,1/28/2019,Castlemont,0,59,1,6,1,67,0,59,8,67,0.8805970149253731
618,1/28/2019,Cesar Chavez,3,80,3,10,0,0,96,80,16,96,0.8333333333333334
619,1/28/2019,Chynoweth,2,32,0,2,0,36,0,32,4,36,0.8888888888888888
620,1/28/2019,Colonial Acres,1,35,0,12,0,0,48,35,13,48,0.7291666666666666
621,1/28/2019,Corvallis,1,44,1,2,0,0,48,44,4,48,0.9166666666666666
622,1/28/2019,Cox,0,37,3,8,0,0,48,37,11,48,0.7708333333333334
623,1/28/2019,Cureton,2,24,1,5,0,0,32,24,8,32,0.75
624,1/28/2019,Dayton,0,42,1,5,0,0,48,42,6,48,0.875
625,1/28/2019,Decoto,2,91,2,7,1,63,40,91,12,103,0.883495145631068
626,1/28/2019,Del Rey,0,41,2,4,1,0,48,41,7,48,0.8541666666666666
627,1/28/2019,Delaine Eastin,0,26,0,2,0,21,7,26,2,28,0.9285714285714286
628,1/28/2019,Dorsa,0,43,2,4,0,0,49,43,6,49,0.8775510204081632
629,1/28/2019,Eden Palms,1,38,0,7,0,46,0,38,8,46,0.8260869565217391
630,1/28/2019,Eden Youth,3,67,1,9,0,49,31,67,13,80,0.8375
631,1/28/2019,Educare,1,67,1,11,0,53,27,67,13,80,0.8375
632,1/28/2019,Emerald Vista,2,64,3,10,0,32,47,64,15,79,0.810126582278481
633,1/28/2019,Esther Hobbs,0,50,0,4,0,54,0,50,4,54,0.9259259259259259
634,1/28/2019,FH,0,101,0,1,0,102,0,101,1,102,0.9901960784313726
635,1/28/2019,Foxdale,1,36,2,0,0,39,0,36,3,39,0.9230769230769231
636,1/28/2019,Glen Berry,1,28,0,2,0,23,8,28,3,31,0.9032258064516129
637,1/28/2019,Goss,1,37,0,6,0,0,44,37,7,44,0.8409090909090909
638,1/28/2019,Graham,2,47,2,5,0,24,32,47,9,56,0.8392857142857143
